objectid,region_id,region_name,district_id,district_name,countryside_id,countryside_name,countryside_id_cadastre,countryside_name_cadastre,countryside_id_soato,countryside_name_soato,shape_Length,shape_Area,tin,sector
162,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:027,Qutlug‘ MFY,1703211027,Qutlug‘ MFY,718,QUTLUGʻ,29155,13002986,203648689,2
163,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:046,Osuda xayot MFY,1703211046,Osuda xayot MFY,736,OSUDA HAYOT,26792,32073827,305002966,3
164,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:051,Haqiqat MFY,1703211051,Haqiqat MFY,741,HAQIQAT,24090,21226006,203650213,3
165,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:044,Qoʻrtqi MFY,1703211044,Qoʻrtqi MFY,734,QOʻRTQI,26107,26943482,203849984,3
166,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:028,Qo‘shterak MFY,1703211028,Qo‘shterak MFY,719,QOʻSHTERAK,29213,12124228,203643237,2
167,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:022,Guliston (Beshtol) MFY,1703211022,Guliston (Beshtol) MFY,0,,15627,9431977,0,0
168,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:030,Xamza MFY,1703211030,Xamza MFY,721,XAMZA,19075,10342846,203828954,2
169,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:019,Beshtol MFY,1703211019,Beshtol MFY,710,BESHTOL,21147,8364919,203643220,2
170,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:023,Yorqishloq MFY,1703211023,Yorqishloq MFY,714,YORQISHLOQ,29921,8627509,203648672,2
171,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:029,Toshxovuz MFY,1703211029,Toshxovuz MFY,720,TOSHXOVUZ,33496,12983981,203646991,2
172,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:020,G‘alaba MFY,1703211020,G‘alaba MFY,711,GʻALABA,24106,14648484,203647001,2
173,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:033,Yangi ko‘rpa MFY,1703211033,Yangi ko‘rpa MFY,724,YANGI KOʻRPA,29050,7308423,203649290,2
174,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:026,Qashqar MFY,1703211026,Qashqar MFY,717,QASHQAR,23008,9026978,204028074,2
175,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:024,Kesak MFY,1703211024,Kesak MFY,715,KESAK,14120,8458122,203831779,2
176,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:032,Sharxoncheki MFY,1703211032,Sharxoncheki MFY,723,SHARXONCHEKI,21224,9449594,203660715,2
177,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:021,G‘ozicheki MFY,1703211021,G‘ozicheki MFY,712,GʻOZICHEKI,15764,8717373,203660723,2
178,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:018,Beshkaram MFY,1703211018,Beshkaram MFY,709,BESHKARAM ,11196,6675379,203661627,2
179,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:031,Xasanqovoq MFY,1703211031,Xasanqovoq MFY,0,,10664,5194840,0,0
180,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:056,Ko‘tarma MFY,1703211056,Ko‘tarma MFY,746,KOʻTARMA,22740,14032104,205310396,4
181,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:054,Do‘stlik MFY,1703211054,Do‘stlik MFY,744,DOʻSTLIK,15163,9284490,203828994,4
182,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:052,Abdullabiy MFY,1703211052,Abdullabiy MFY,742,ABDULLABIY,18750,10866589,203646121,4
183,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:058,Oxunboboev MFY,1703211058,Oxunboboev MFY,0,,17477,11372231,0,0
184,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:055,Ibrat MFY,1703211055,Ibrat MFY,745,IBRAT,13332,7140355,203829004,4
185,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:057,Qalambek MFY,1703211057,Qalambek MFY,747,QALAMBEK,18387,10991400,203646138,4
186,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:063,Ittifoq Yujniy MFY,1703211063,Ittifoq Yujniy MFY,0,,58181,50061969,0,0
187,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:010,Qoragul MFY,1703211010,Qoragul MFY,701,QORAGʻUL,19218,8735635,204016105,1
188,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:005,Do‘ngqishloq MFY,1703211005,Do‘ngqishloq MFY,696,DOʻNQISHLOQ,15435,8805422,204030864,1
189,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:003,Bo‘ston MFY,1703211003,Bo‘ston MFY,694,BOʻSTON ,17506,9886748,204028081,1
190,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:006,Jalaquduq MFY,1703211006,Jalaquduq MFY,697,JALAQUDUQ ,14642,6780944,204030872,1
191,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:017,Yangisor MFY,1703211017,Yangisor MFY,708,YANGISOR ,22003,7884302,204028098,1
192,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:015,O‘rg‘i MFY,1703211015,O‘rg‘i MFY,0,,14765,5949246,0,0
193,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:009,Qilichmozor MFY,1703211009,Qilichmozor MFY,700,QILICHMOZOR,21573,10772966,204750720,1
194,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:016,Xamzaobod MFY,1703211016,Xamzaobod MFY,707,XAMZAOBOD,24061,10714441,203649308,1
195,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:012,Madaniyat MFY,1703211012,Madaniyat MFY,703,MADANIYAT,11749,5676103,205310389,1
196,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:011,Qorayontoq MFY,1703211011,Qorayontoq MFY,0,,17213,9392923,0,0
197,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:007,Kapa MFY,1703211007,Kapa MFY,698,KAPA,12274,4640369,203852207,1
198,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:014,To‘racheki MFY,1703211014,To‘racheki MFY,705,TOʻRACHEKI,14690,6011492,203649315,1
199,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:008,Katta polvon MFY,1703211008,Katta polvon MFY,699,KATTAPOLVON,25093,19823785,203831762,1
200,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:004,Dostonobod MFY,1703211004,Dostonobod MFY,695,DOSTONOBOD,37529,19808704,203850004,1
201,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:062,Navoiy Yujniy MFY,1703211062,Navoiy Yujniy MFY,0,,8718,1548998,0,0
202,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:039,G‘ayrat MFY,1703211039,G‘ayrat MFY,729,GʻAYRAT,32299,23681273,203650220,3
203,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:041,Dexqonobod MFY,1703211041,Dexqonobod MFY,731,DEXQONOBOD,26805,28401001,204630427,3
204,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:059,Tuyalas MFY,1703211059,Tuyalas MFY,749,TUYALAS,10823,1843776,203843644,4
205,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:061,Yangichek MFY,1703211061,Yangichek MFY,0,,5463,1143693,0,0
206,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:060,O‘roqchitepa MFY,1703211060,O‘roqchitepa MFY,750,OʻROQCHI-TEPA,6164,1151159,202933905,4
207,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:025,Qadaqsin MFY,1703211025,Qadaqsin MFY,716,QADAQSIN,5984,1433451,203857208,2
208,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:013,Namuna MFY,1703211013,Namuna MFY,704,NAMUNA,6880,1687419,203843637,1
209,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:002,Boycheki MFY,1703211002,Boycheki MFY,693,BOYCHEKI,7653,1866438,203828986,1
210,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:047,So‘fiqishloq MFY,1703211047,So‘fiqishloq MFY,737,SUFIQISHLOQ,7385,1033021,203843620,3
211,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:037,Bozorboshi MFY,1703211037,Bozorboshi MFY,727,BOZORBOSHI,6250,1027906,203845104,3
212,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:053,Birlashgan MFY,1703211053,Birlashgan MFY,743,BIRLASHGAN,9903,1375316,203660708,4
213,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:045,Olmazor MFY,1703211045,Olmazor MFY,735,OLMAZOR,17693,8827180,204093938,3
214,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:038,Buzrukxonto‘ra MFY,1703211038,Buzrukxonto‘ra MFY,728,BUZRUKXONTOʻRA,26948,20955254,204028059,3
215,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:036,A.Raxmonov MFY,1703211036,A.Raxmonov MFY,726,A RAHMONOV,28117,13987337,203870034,3
216,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:042,Ittifoq MFY,1703211042,Ittifoq MFY,732,ITTIFOQ,15598,5868372,204080391,3
216,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:042,Ittifoq MFY,1703211042,Ittifoq MFY,9669,ITTIFOQ,15598,5868372,203660690,4
217,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:043,Ko‘kalam MFY,1703211043,Ko‘kalam MFY,733,KOʻKALAM ,16599,6887543,204080409,3
218,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:048,Toshloq MFY,1703211048,Toshloq MFY,738,TOSHLOQ ,6235,1307154,203660747,3
219,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:040,Delvarzin MFY,1703211040,Delvarzin MFY,730,DELVARZIN,13508,6134078,203660730,3
220,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:035,Navoiy MFY,1703211035,Navoiy MFY,725,NAVOIY,4297,858350,203852214,3
220,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:035,Navoiy MFY,1703211035,Navoiy MFY,9670,NAVOIY,4297,858350,203857223,4
221,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:034,Guliston MFY,1703211034,Guliston MFY,713,GULISTON,4551,1151913,203685683,2
222,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:041,Guzar MFY,1703232041,Guzar MFY,1192,GUZAR,9204,1032754,202911204,3
223,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:010,Mustaqillik MFY,1703232010,Mustaqillik MFY,10492,MUSTAQILLIK,7166,2360417,202910775,1
224,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:053,Ma`shal MFY,1703232053,Ma`shal MFY,1213,MASHʻAL,10682,3189672,206566117,4
225,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:007,Qashqar MFY,1703232007,Qashqar MFY,10489,QASHQAR,9409,2552043,202910744,1
226,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:001,Navro`z MFY,1703232001,Navro`z MFY,10481,NAVROʻZ,5118,1227059,202910704,1
227,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:008,Muazzimboy MFY,1703232008,Muazzimboy MFY,10490,MUAZZIMBOY,5543,760915,202910712,1
228,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:006,Nodirabegim MFY,1703232006,Nodirabegim MFY,10488,NODIRABEGIM,11394,3995809,202910729,1
229,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:005,Qo`qonqishloq MFY,1703232005,Qo`qonqishloq MFY,0,,4478,564122,0,0
230,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:004,Z.Xabibiy MFY,1703232004,Z.Xabibiy MFY,10486,Z.XABIBIY,6025,917269,202910736,1
231,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:011,Bobur MFY,1703232011,Bobur MFY,10493,BOBUR,4010,631827,205514861,1
232,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:054,To`pabjuvoz MFY,1703232054,To`pabjuvoz MFY,1221,TUPOBJUVOZ,7755,2166374,202910823,4
233,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:014,Boyto`pi MFY,1703232014,Boyto`pi MFY,1159,BOY TOʻPI,7745,2850400,202923782,1
234,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:015,Teraktagi MFY,1703232015,Teraktagi MFY,1167,TERAKTAGI,10387,4289041,202911085,1
235,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:003,Shomat MFY,1703232003,Shomat MFY,10485,SHOMAT,9215,2948976,202910783,1
236,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:016,Qumshaydon MFY,1703232016,Qumshaydon MFY,1163,QUMSHAYDON,13496,4473334,202911093,1
237,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:031,Qoraqo`rg`on MFY,1703232031,Qoraqo`rg`on MFY,1177,QORAQOʻRGʻON,14076,8731392,202911172,2
238,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:032,Qayir MFY,1703232032,Qayir MFY,1176,QAYIR,16477,9321974,202911189,2
239,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:051,Bodrog`obod MFY,1703232051,Bodrog`obod MFY,1191,BODROGʻOBOD,30742,25358318,202910919,3
240,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:033,Bo`stonobod MFY,1703232033,Bo`stonobod MFY,1172,BOʻSTONOBOD,18328,13472320,205640224,2
241,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:020,Tinchlik MFY,1703232020,Tinchlik MFY,1168,TINCHLIK,27170,22910365,202910980,1
242,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:023,Axillik MFY,1703232023,Axillik MFY,1158,AHILLIK,16668,4476245,202910958,1
243,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:022,Andijon MFY,1703232022,Andijon MFY,1157,ANDIJON,10820,3609220,202910965,1
244,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:021,Soy bo`yi MFY,1703232021,Soy bo`yi MFY,0,,10571,2701380,0,0
245,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:062,Ma`rifat MFY,1703232062,Ma`rifat MFY,9756,MAʻRIFAT,22909,9461043,202911007,4
246,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:064,Sanoat MFY,1703232064,Sanoat MFY,9757,SANOAT,8708,1243766,202911039,4
247,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:061,Mustaxkam MFY,1703232061,Mustaxkam MFY,9755,MUSTAHKAM,18145,9296935,202911046,4
248,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:066,Toshqo`rg`on MFY,1703232066,Toshqo`rg`on MFY,9749,TOSHQOʻRGʻON,13900,2364305,202910997,4
249,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:063,Guldiyor MFY,1703232063,Guldiyor MFY,9758,GULDIYOR,9707,2641173,202911022,4
250,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:060,Chorbog` MFY,1703232060,Chorbog` MFY,9752,CHORBOG,4465,1082824,202911014,4
251,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:028,To`raobod MFY,1703232028,To`raobod MFY,1184,TOʻRAOBOD,13854,7404081,202911140,2
252,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:027,Fayziobod MFY,1703232027,Fayziobod MFY,1186,FAYZIOBOD,17229,7398868,202911133,2
253,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:026,Uchko`za MFY,1703232026,Uchko`za MFY,1185,UCHKOʻZA,8106,3182110,202911125,2
254,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:025,Eskiqo`rg`on MFY,1703232025,Eskiqo`rg`on MFY,1188,ESKIQOʻRGʻON,15645,9240559,202911118,2
255,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:017,Ko`kto`nlik MFY,1703232017,Ko`kto`nlik MFY,1162,KOʻKTOʻNLIK,11826,4897973,202911101,1
256,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:013,Ovushka MFY,1703232013,Ovushka MFY,1165,OVUSHQA,7574,2534710,202911078,1
257,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:012,Yangi chek MFY,1703232012,Yangi chek MFY,1171,YANGI CHEK,10796,5128377,202911061,1
258,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:059,Shuvoqzor Boykechik MFY,1703232059,Shuvoqzor Boykechik MFY,1224,SHUVOQZOR-BOYKECHIK,23756,10158392,202910862,4
259,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:056,Xayraobod MFY,1703232056,Xayraobod MFY,1222,XAYRAOBOD,19167,8721762,202910847,4
260,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:057,Obod MFY,1703232057,Obod MFY,1218,OBOD,19030,6273334,202910854,4
261,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:055,Gulobod MFY,1703232055,Gulobod MFY,1208,GULOBOD,10214,3338499,302870143,4
262,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:040,Soxil MFY,1703232040,Soxil MFY,1166,SOXIL BOʻYI,16526,5749096,202910973,1
262,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:040,Soxil MFY,1703232040,Soxil MFY,1201,SOXIL,16526,5749096,202911290,3
263,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:038,Lolazor MFY,1703232038,Lolazor MFY,1196,LOLAZOR,15137,10261362,202911283,3
264,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:047,Uchqo`rg`on MFY,1703232047,Uchqo`rg`on MFY,1203,UCHQOʻRGʻON,16599,5096439,205487951,3
265,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:039,Do`ngqishloq MFY,1703232039,Do`ngqishloq MFY,1193,DOʻNGQISHLOQ,10089,4069005,202911268,3
266,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:037,Iltifot MFY,1703232037,Iltifot MFY,1195,ILTIFOT,12164,4192030,202911275,3
267,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:034,Navbaxor MFY,1703232034,Navbaxor MFY,1180,NAVBAHOR,22560,15215772,202910790,2
268,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:035,Xayotbaxsh MFY,1703232035,Xayotbaxsh MFY,1187,HAYOTBAXSH,31244,27842786,202910808,2
269,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:067,Durdiyor MFY,1703232067,Durdiyor MFY,9760,DURDIYOR,32806,36103488,202910926,4
270,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:024,Chorsu MFY,1703232024,Chorsu MFY,1170,CHORSU,18451,5681328,202910941,1
271,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:029,Yolg`izbog` MFY,1703232029,Yolg`izbog` MFY,1175,YOLGʻIZBOGʻ,12613,4865131,202911157,2
272,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:030,Nurdiyor MFY,1703232030,Nurdiyor MFY,1181,NURDIYOR,15904,9354081,202911164,2
273,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:049,Olmazor MFY,1703232049,Olmazor MFY,1197,OLMAZOR,20871,16825045,202910886,3
274,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:050,Bog`iguliston MFY,1703232050,Bog`iguliston MFY,1190,BOGʻIGULISTON,17715,9704961,202910902,3
275,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:048,Gulzor MFY,1703232048,Gulzor MFY,10915,GULZOR,14007,7202368,202910894,3
276,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:018,Qo`rg`oncha MFY,1703232018,Qo`rg`oncha MFY,1164,QOʻRGʻONCHA,5737,1207837,202910934,1
277,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:044,Pushmon MFY,1703232044,Pushmon MFY,1199,PUSHMON,12145,5798591,202911229,3
278,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:045,Ziyoli MFY,1703232045,Ziyoli MFY,1194,ZIYOLI,17963,7212432,202911244,3
279,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:042,To`qqizbog` MFY,1703232042,To`qqizbog` MFY,1202,TOʻQQIZBOGʻ,9760,2749985,202911236,3
280,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:043,Shovruq MFY,1703232043,Shovruq MFY,1204,SHOVRUQ,10919,2617694,202911251,3
281,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:036,Paynob MFY,1703232036,Paynob MFY,1198,PAYNOB,15177,6187455,202911196,3
282,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:046,Soy MFY,1703232046,Soy MFY,1200,SOY,16707,5048182,202911212,3
283,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:002,Yuqori MFY,1703232002,Yuqori MFY,10484,YUQORI,13554,4253669,202910696,1
284,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:052,Sangraobod MFY,1703232052,Sangraobod MFY,1220,SANGRAOBOD,12984,5366723,202910815,4
285,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:009,Qorashox MFY,1703232009,Qorashox MFY,10491,QORASHOX,14085,5339091,202910751,1
286,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:065,Yangiobod MFY,1703232065,Yangiobod MFY,0,,21029,15014637,0,0
287,1703,Andijon viloyati,1703:232,Paxtaobod tumani,1703:232:019,Do`stlik MFY,1703232019,Do`stlik MFY,1161,DOʻSTLIK,6631,1422287,202923799,1
288,1703,Andijon viloyati,1703:211,Jalaquduq tumani,1703:211:050,Uzun ko‘cha MFY,1703211050,Uzun ko‘cha MFY,740,UZUN KOʻCHA,34649,21660321,203828947,3
289,1703,Andijon viloyati,1703:401,Andijon shahar,1703:401:083,Nayzaqayragʻoch MFY,1703401083,Nayzaqayragʻoch MFY,1332,NAYZAQAYRAGʻOCH,5184,1683146,304980377,4
290,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:031,Dasturxonchi MFY,1703224031,Dasturxonchi MFY,979,DASTURXONCHI,14711,8025088,203003289,2
291,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:025,Labgardon MFY,1703224025,Labgardon MFY,988,LABGARDON,13645,5693410,203003304,2
292,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:030,Tajriba MFY,1703224030,Tajriba MFY,992,TAJRIBA,12509,3888957,203003296,2
293,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:023,Sho‘rqishloq MFY,1703224023,Sho‘rqishloq MFY,995,SHOʻRQISHLOQ,21538,13535405,203003272,2
294,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:034,Qipchoq MFY,1703224034,Qipchoq MFY,985,QIPCHOQ,16484,11078165,203003264,2
295,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:032,Uchtosh MFY,1703224032,Uchtosh MFY,993,UCHTOSH,10386,4704695,203003240,2
296,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:022,Qovoqto‘pi MFY,1703224022,Qovoqto‘pi MFY,0,,12026,5465461,0,0
297,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:061,Tuvadoq MFY,1703224061,Tuvadoq MFY,1027,TUVADOQ,13789,3717833,203003375,4
298,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:068,Navkan MFY,1703224068,Navkan MFY,1023,NAVKAN,11799,3252267,203003415,4
299,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:058,Ergashobod MFY,1703224058,Ergashobod MFY,1016,ERGASHOBOD,37059,36005571,203002979,3
300,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:035,Ko‘rkam MFY,1703224035,Ko‘rkam MFY,982,KOʻRKAM,8699,2369233,203002954,2
301,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:052,Ne‘matobod MFY,1703224052,Ne‘matobod MFY,1008,NEʻMATOBOD,16825,6796284,203002923,3
302,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:004,Bobur MFY,1703224004,Bobur MFY,965,BOBUR,6099,1288115,202718618,1
303,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:005,Istiqlol MFY,1703224005,Istiqlol MFY,968,ISTIQLOL,4764,743204,202718657,1
304,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:016,Qadriyat MFY,1703224016,Qadriyat MFY,970,QADRIYAT,4166,481226,202718672,1
305,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:062,Fayz MFY,1703224062,Fayz MFY,1029,FAYZ,7010,1241136,203003383,4
306,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:002,Do'stlik MFY,1703224002,Do'stlik MFY,966,DOʻSTLIK,7777,1199864,202718664,1
307,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:007,Xamdo‘stlik MFY,1703224007,Xamdo‘stlik MFY,975,HAMDOʻSTLIK,5825,1082404,202718689,1
308,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:014,Amir Temur MFY,1703224014,Amir Temur MFY,959,AMIR TEMUR,3604,613497,202692272,1
309,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:010,Abu Ali Ibn Sino MFY,1703224010,Abu Ali Ibn Sino MFY,0,,8911,1006515,0,0
310,1703,Andijon viloyati,1703:224,Asaka tumani,1703:224:013,O‘zbekiston MFY,1703224013,O‘zbekiston MFY,973,OʻZBEKISTON,4624,913668,202718601,1
