uuid,name,parentid,soatoid,extid,ovirid
5c5fcc9a-991c-47c5-9223-a25ac25752d9,Канлыкульский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:13:00,91,2310
14fd12bb-41e0-4dcf-9cd3-41cc45d7e767,Караузякский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:14:00,93,2316
4f4b653c-835d-4a88-b0bb-ec1f2b8562c0,Кегейлийский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:04:00,80,2307
b9477878-8d73-4ec7-b570-9380d0e60504,Кунградский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:15:00,98,2302
9bb2245b-cc58-4b8b-abf8-da98f2c8d381,Муйнакский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:05:00,112,2303
4a23f058-1b7c-4379-b22b-9f8084a55d1d,Нукусский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:06:00,118,2301
359dbee4-7cb9-44e1-af1e-3beb835b2b03,Тахиаташский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:18:00,148,2320
5fb79633-5045-4413-be7b-708766335c77,Тахтакупырский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:07:00,149,2313
70af27cb-e8fc-4e58-b9b4-51cb31d0e8e6,Турткульский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,10:11:00,157,2305
c4d951fe-2f96-42ad-b47c-f42058aa3737,Ходжейлийский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,10:11:00,176,2314
fe562145-81f0-42e9-9752-2b98b4a60356,Чимбайский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:10:00,180,2311
a437d346-2fb8-4104-b716-b0fe1816477b,Шуманайский район,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:11:00,192,2312
e05444b6-3615-43f7-aeac-b87e79e3fd7e,Элликкалинский район ,e4d831f3-9ce3-4201-81d1-dcb5fa0ae845,23:12:00,194,2306
